//General Stats////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

General Stats                                                                                                                                                                                                                      Stats
LSQStalls                     0
LSQStallLoad                  0
LSQStallStore                 0
IQStalls                      0
RenameStalls                  0
NumSyscalls                  52
StallSyscall           62558111

//GPU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

GPU stats           GPU
------------  ---------
ExeTime        67819930
GPURunTime      5040220
GPUIdleTime    62779710

//CUU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

CU stats              CU
--------------  --------
TotalBusy        4667652
TotalStalls       370284
TotalMapped      5037937
TotalUnMapped       2283

//Cache Stats//////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Cache stats combined                  I$                D$               L2$               L3$
---------------------  ----------------- ----------------- ----------------- -----------------
CacheUtilization                    0.12              0.12              0.09              0.01
Occupancy                           5572          12266430           2740926            528054
OccupancyPct                       0.000             0.181             0.040             0.008

Cache stats individual         I_0
-----------------------  ---------
CacheUtilization             0.992
Occupancy                     5572
OccupancyPct                 0.000

Cache stats individual         D_0
-----------------------  ---------
CacheUtilization             1.000
Occupancy                 12266430
OccupancyPct                 0.181

Cache stats individual        L2_0
-----------------------  ---------
CacheUtilization             0.741
Occupancy                  2740926
OccupancyPct                 0.040

Cache stats individual        L3_0
-----------------------  ---------
CacheUtilization             0.074
Occupancy                   528054
OccupancyPct                 0.008


//Cache IO Stats///////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Cache stats combined                      I$                 D$                L2$                L3$
------------------------  ------------------ ------------------ ------------------ ------------------
IOUpOccupancy                              0                  0             972621             713806
IOUpOccupancyPct                       0.000              0.000              0.014              0.011
IODownOccupancy                         1132            2053516            2967248                  0
IOdownOccupancyPct                     0.000              0.030              0.044              0.000

Cache IO stats individual         I_0
--------------------------  ---------
IOUpOccupancy                       0
IOUpOccupancyPct                    0
IODownOccupancy                  1132
IOdownOccupancyPct              0.000

Cache IO stats individual         D_0
--------------------------  ---------
IOUpOccupancy                       0
IOUpOccupancyPct                    0
IODownOccupancy               2053516
IOdownOccupancyPct              0.030

Cache IO stats individual        L2_0
--------------------------  ---------
IOUpOccupancy                  972621
IOUpOccupancyPct                0.014
IODownOccupancy               2967248
IOdownOccupancyPct              0.044

Cache IO stats individual        L3_0
--------------------------  ---------
IOUpOccupancy                  713806
IOUpOccupancyPct                0.011
IODownOccupancy                     0
IOdownOccupancyPct              0.000


//Switch Stats/////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Switch stats combined                 SW
----------------------  ----------------
Occupancy                        4392080
OccupancyPct                       0.065

Switch stats individual         S_0       S_1
------------------------  --------- ---------
Occupancy                   5655760   3128400
OccupancyPct                  0.083     0.046

//Switch IO Stats//////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Switch IO stats combined                  SW
-------------------------  -----------------
IONorthOccupancy                      906057
IONorthOccupancyPct                    0.013
IOEastOccupancy                      1700554
IOEastOccupancyPct                     0.025
IOSouthOccupancy                      541388
IOSouthOccupancyPct                    0.008
IOWestOccupancy                      2280667
IOWestOccupancyPct                     0.034

Switch IO stats individual         S_0       S_1
---------------------------  --------- ---------
IONorthOccupancy               1812114         0
IONorthOccupancyPct              0.027     0.000
IOEastOccupancy                1882824   1518284
IOEastOccupancyPct               0.028     0.022
IOSouthOccupancy                699400    383376
IOSouthOccupancyPct              0.010     0.006
IOWestOccupancy                2512490   2048844
IOWestOccupancyPct               0.037     0.030

//System Agent Stats///////////////////////////////////////////
///////////////////////////////////////////////////////////////

System agent stats          SA
-------------------  ---------
Occupancy              3648420
OccupancyPct             0.054
IOUpOccupancy          2533088
IOUpOccupancyPct         0.037
IODownOccupancy        3976354
IODownOccupancyPct       0.059

//Memory Ctrl Stats////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Memory ctrl stats          MC
------------------  ---------
Occupancy             4032188
OccupancyPct            0.059
IOUpOccupancy         2533088
IOUpOccupancyPct        0.037

