//General Stats////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

General Stats                                                                                                                                                                                                                      Stats
LSQStallLoad                 0
LSQStallStore                0
IQStalls                     0
RenameStalls                 0
NumSyscalls                 77
StallSyscall            462077

//GPU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

GPU stats          GPU
------------  --------
ExeTime        5424082
GPURunTime     4764004
GPUIdleTime     660078

//CUU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

CU stats              CU
--------------  --------
TotalBusy        4204559
TotalStalls       555971
TotalMapped      4760530
TotalUnMapped       3474

//Cache Stats//////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Cache stats combined                  I$                D$               L2$               L3$
---------------------  ----------------- ----------------- ----------------- -----------------
CacheUtilization                    0.07              0.06              0.02              0.02
Occupancy                           6876             32934             14872            144030
OccupancyPct                       0.001             0.006             0.003             0.027

Cache stats individual         I_0
-----------------------  ---------
CacheUtilization             0.559
Occupancy                     6876
OccupancyPct                 0.001

Cache stats individual         D_0
-----------------------  ---------
CacheUtilization             0.455
Occupancy                    32934
OccupancyPct                 0.006

Cache stats individual        L2_0
-----------------------  ---------
CacheUtilization             0.141
Occupancy                    14872
OccupancyPct                 0.003

Cache stats individual        L3_0
-----------------------  ---------
CacheUtilization             0.182
Occupancy                   144030
OccupancyPct                 0.027


//Cache IO Stats///////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Cache stats combined                      I$                 D$                L2$                L3$
------------------------  ------------------ ------------------ ------------------ ------------------
IOUpOccupancy                              0                  0              10669             321254
IOUpOccupancyPct                       0.000              0.000              0.002              0.059
IODownOccupancy                          712               8061              38828                  0
IOdownOccupancyPct                     0.000              0.001              0.007              0.000

Cache IO stats individual         I_0
--------------------------  ---------
IOUpOccupancy                       0
IOUpOccupancyPct                    0
IODownOccupancy                   712
IOdownOccupancyPct              0.000

Cache IO stats individual         D_0
--------------------------  ---------
IOUpOccupancy                       0
IOUpOccupancyPct                    0
IODownOccupancy                  8061
IOdownOccupancyPct              0.001

Cache IO stats individual        L2_0
--------------------------  ---------
IOUpOccupancy                   10669
IOUpOccupancyPct                0.002
IODownOccupancy                 38828
IOdownOccupancyPct              0.007

Cache IO stats individual        L3_0
--------------------------  ---------
IOUpOccupancy                  321254
IOUpOccupancyPct                0.059
IODownOccupancy                     0
IOdownOccupancyPct              0.000


//Switch Stats/////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Switch stats combined               SW
----------------------  --------------
Occupancy                       695796
OccupancyPct                     0.128

Switch stats individual         S_0       S_1
------------------------  --------- ---------
Occupancy                    888696    502896
OccupancyPct                  0.164     0.093

//Switch IO Stats//////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Switch IO stats combined                  SW
-------------------------  -----------------
IONorthOccupancy                        8534
IONorthOccupancyPct                    0.002
IOEastOccupancy                       272867
IOEastOccupancyPct                     0.050
IOSouthOccupancy                      357710
IOSouthOccupancyPct                    0.066
IOWestOccupancy                       304393
IOWestOccupancyPct                     0.056

Switch IO stats individual         S_0       S_1
---------------------------  --------- ---------
IONorthOccupancy                 17068         0
IONorthOccupancyPct              0.003     0.000
IOEastOccupancy                 362254    183480
IOEastOccupancyPct               0.067     0.034
IOSouthOccupancy                362966    352454
IOSouthOccupancyPct              0.067     0.065
IOWestOccupancy                 463464    145322
IOWestOccupancyPct               0.085     0.027

//System Agent Stats///////////////////////////////////////////
///////////////////////////////////////////////////////////////

System agent stats          SA
-------------------  ---------
Occupancy               400482
OccupancyPct             0.074
IOUpOccupancy           639018
IOUpOccupancyPct         0.118
IODownOccupancy         561010
IODownOccupancyPct       0.103

//Memory Ctrl Stats////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Memory ctrl stats          MC
------------------  ---------
Occupancy              334364
OccupancyPct            0.062
IOUpOccupancy          639018
IOUpOccupancyPct        0.118

